mirId	Cancer	Profile	PubMed Article
hsa-mir-191	breast cancer	down	Estrogen mediated-activation of miR-191/425 cluster modulates tumorigenicity of breast cancer cells depending on estrogen receptor status.
hsa-mir-191	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-191	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-191	hepatocellular carcinoma	up	Hypomethylation of the hsa-miR-191 locus causes high expression of hsa-mir-191 and promotes the epithelial-to-mesenchymal transition in hepatocellular carcinoma.
hsa-mir-191	osteosarcoma	up	MicroRNA-199a-3p is downregulated in human osteosarcoma and regulates cell proliferation and migration.
hsa-mir-192	bladder cancer	down	Expression of microRNAs in the Urine of Patients With Bladder Cancer.
hsa-mir-192	colon cancer	down	Prognostic significance of miR-215 in colon cancer.
hsa-mir-192	colorectal cancer	down	microRNA-192, -194 and -215 are frequently downregulated in colorectal cancer.
hsa-mir-192	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-192	gastric cancer	up	MicroRNA-192 and -215 are upregulated in human gastric cancer in vivo and suppress ALCAM expression in vitro.
hsa-mir-192	lung cancer	down	MicroRNA-192 targeting retinoblastoma 1 inhibits cell proliferation and induces cell apoptosis in lung cancer cells.
hsa-mir-192	pancreatic ductal adenocarcinoma	up	Diagnostic and biological significance of microRNA-192 in pancreatic ductal adenocarcinoma.
hsa-mir-193a-3p	breast cancer	down	Global microRNA level regulation of EGFR-driven cell-cycle protein network in breast cancer.
hsa-mir-193b	breast cancer	down	Downregulation of miR-193b contributes to enhance urokinase-type plasminogen activator (uPA) expression and tumor progression and invasion in human breast cancer.
hsa-mir-193b	malignant melanoma	up	miR-193b Regulates Mcl-1 in Melanoma.
hsa-mir-193b	malignant melanoma	down	Stathmin 1 is a potential novel oncogene in melanoma.
hsa-mir-193b	non-small cell lung cancer	down	MicroRNA-193b modulates proliferation, migration, and invasion of non-small cell lung cancer cells.
hsa-mir-193b	primary cns lymphomas	down	Differential micro-RNA expression in primary CNS and nodal diffuse large B-cell lymphomas.
hsa-mir-194	colorectal cancer	down	microRNA-192, -194 and -215 are frequently downregulated in colorectal cancer.
hsa-mir-194	lung cancer	down	miR-194 suppresses metastasis of non-small cell lung cancer through regulating expression of BMP1 and p27(kip1.)
hsa-mir-195	adrenal cortical carcinoma	down	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-195	adrenal cortical carcinoma	down	miR-195 and miR-483-5p Identified as Predictors of Poor Prognosis in Adrenocortical Cancer.
hsa-mir-195	bladder cancer	down	Cyclin-dependent kinase 4 is a novel target in micoRNA-195-mediated cell cycle arrest in bladder cancer cells.
hsa-mir-195	breast cancer	down	Analysis of MiR-195 and MiR-497 expression, regulation and role in breast cancer.
hsa-mir-195	breast cancer	down	Upregulation of miR-195 increases the sensitivity of breast cancer cells to Adriamycin treatment through inhibition of Raf-1.
hsa-mir-195	colorectal cancer	down	microRNA-195 promotes apoptosis and suppresses tumorigenicity of human colorectal cancer cells.
hsa-mir-195	colorectal cancer	down	Downregulation of miR-195 correlates with lymph node metastasis and poor prognosis in colorectal cancer.
hsa-mir-195	gastric cancer	down	MicroRNA-195 and microRNA-378 mediate tumor growth suppression by epigenetical regulation in gastric cancer.
hsa-mir-195	glioblastoma	down	MicroRNA-195 plays a tumor-suppressor role in human glioblastoma cells by targeting signaling pathways involved in cellular proliferation and invasion.
hsa-mir-195	hepatocellular carcinoma	down	MicroRNA-195 suppresses angiogenesis and metastasis of hepatocellular carcinoma by inhibiting the expression of VEGF, VAV2 and CDC42.
hsa-mir-196a	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-196a	esophageal adenocarcinoma	up	MicroRNAs in Barrett's esophagus and esophageal adenocarcinoma.
hsa-mir-196a	gastric cancer	up	MiR-196a Is Up-regulated in Gastric cancer and Promotes Cell proliferation by Down-regulating p27kip1.
hsa-mir-196a	gastrointestinal stromal tumor	up	Upregulation of miR-196a and HOTAIR Drive Malignant Character in Gastrointestinal Stromal Tumors.
hsa-mir-196a	non-small cell lung cancer	up	MicroRNA-196a promotes non-small cell lung cancer cell proliferation and invasion through targeting HOXA5.
hsa-mir-196a	squamous carcinoma	up	Unique MicroRNA Expression Profiles in Cervical Cancer.
hsa-mir-196a*	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-196b	gastric cancer	up	Epigenetic regulation of miR-196b expression in gastric cancer.
hsa-mir-196b	gastric cancer	up	Transcriptional regulation of miR-196b by ETS2 in gastric cancer cells.
hsa-mir-196b	glioblastoma	up	Upregulation of miR-196b confers a poor prognosis in glioblastoma patients via inducing a proliferative phenotype.
hsa-mir-197	follicular thyroid carcinoma	up	A limited set of human MicroRNA is deregulated in follicular thyroid carcinoma.
hsa-mir-197	gastric cancer	down	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-197	lung cancer	up	Differential MicroRNAs Expression in Serum of Patients with Lung Cancer, Pulmonary Tuberculosis, and Pneumonia.
hsa-mir-1974	adrenal cortical carcinoma	down	The role of microRNA deregulation in the pathogenesis of adrenocortical carcinoma.
hsa-mir-198	hepatocellular carcinoma	down	miR-198 inhibits migration and invasion of hepatocellular carcinoma cells by targeting the HGF/c-MET pathway.
hsa-mir-199a	gastric cancer	up	miR-199a regulates the tumor suppressor mitogen-activated protein kinase kinase kinase 11 in gastric cancer.
hsa-mir-199a	hepatocellular carcinoma	down	[MicroRNA profiling in patients with hepatocellular carcinoma].
hsa-mir-199a	hepatocellular carcinoma	down	Circulating microRNAs as biomarkers for hepatocellular carcinoma.
hsa-mir-199a	hepatocellular carcinoma	down	Lentivirus-mediated overexpression of microRNA-199a inhibits cell proliferation of human hepatocellular carcinoma.
hsa-mir-199a	kidney cancer	down	Re-expression of miR-199a suppresses renal cancer cell proliferation and survival by targeting GSK-3?.
hsa-mir-199a	ovarian cancer	down	Roles and Mechanism of miR-199a and miR-125b in Tumor Angiogenesis.
hsa-mir-199a	primary cns lymphomas	down	Differential micro-RNA expression in primary CNS and nodal diffuse large B-cell lymphomas.
hsa-mir-199a-3p	esophageal adenocarcinoma	up	MicroRNA 223 is Up-regulated in the Multistep Progression of Barrett's Esophagus and Modulates Sensitivity to Chemotherapy by Targeting PARP1.
hsa-mir-199a-3p	osteosarcoma	down	MicroRNA-199a-3p is downregulated in human osteosarcoma and regulates cell proliferation and migration.
hsa-mir-199a-3p	osteosarcoma	down	A three-plasma miRNA signature serves as novel biomarkers for osteosarcoma.
hsa-mir-199a-5p	colorectal cancer	down	The deoxycholic acid targets miRNA-dependent CAC1 gene expression in multidrug resistance of human colorectal cancer.
hsa-mir-199a-5p	esophageal adenocarcinoma	up	MicroRNA 223 is Up-regulated in the Multistep Progression of Barrett's Esophagus and Modulates Sensitivity to Chemotherapy by Targeting PARP1.
hsa-mir-199a-5p	hepatocellular carcinoma	down	Role of microRNA-199a-5p and discoidin domain receptor 1 in human hepatocellular carcinoma invasion.
hsa-mir-199b	choriocarcinoma	down	Decreased expression of microRNA-199b increases protein levels of SET (protein phosphatase 2A inhibitor) in human choriocarcinoma.
hsa-mir-199b	hepatocellular carcinoma	down	[MicroRNA profiling in patients with hepatocellular carcinoma].
hsa-mir-199b	hepatocellular carcinoma	down	Underexpressed microRNA-199b-5p targets hypoxia-inducible factor-1? in hepatocellular carcinoma and predicts prognosis of hepatocellular carcinoma patients.
hsa-mir-199b	prostate cancer	down	MiR199b Suppresses Expression of Hypoxia-Inducible Factor 1? (HIF-1?) in Prostate Cancer Cells.
hsa-mir-199b-3p	esophageal adenocarcinoma	up	MicroRNA 223 is Up-regulated in the Multistep Progression of Barrett's Esophagus and Modulates Sensitivity to Chemotherapy by Targeting PARP1.
hsa-mir-199b-5p	breast cancer	down	MiR-199b-5p targets HER2 in breast cancer cells.
hsa-mir-199b-5p	medulloblastoma	down	The micro-RNA 199b-5p regulatory circuit involves Hes1, CD15, and epigenetic modifications in medulloblastoma.
hsa-mir-19a	cervical cancer	up	MicroRNA-19a and -19b regulate cervical carcinoma cell proliferation and invasion by targeting CUL5.
hsa-mir-19a	gastric cancer	up	MicroRNA-19a/b regulates multidrug resistance in human gastric cancer cells by targeting PTEN.
hsa-mir-19a	gastric cancer	up	miR-19a Promotes Cell Growth and Tumorigenesis through Targeting SOCS1 in Gastric Cancer.
hsa-mir-19a	medulloblastoma	up	The miR-17/92 polycistron is up-regulated in sonic hedgehog-driven medulloblastomas and induced by N-myc in sonic hedgehog-treated cerebellar neural precursors.
hsa-mir-19a	non-small cell lung cancer	up	Serum miR-19a expression correlates with worse prognosis of patients with non-small cell lung cancer.
hsa-mir-19b	cervical cancer	up	MicroRNA-19a and -19b regulate cervical carcinoma cell proliferation and invasion by targeting CUL5.
hsa-mir-19b	gastric cancer	up	MicroRNA-19a/b regulates multidrug resistance in human gastric cancer cells by targeting PTEN.
hsa-mir-200a	esophageal adenocarcinoma	up	Gastric adenocarcinoma has a unique microRNA signature not present in esophageal adenocarcinoma.
hsa-mir-200a	gastric adenocarcinoma	down	Downregulated microRNA-200a promotes EMT and tumor growth through the wnt/?-catenin pathway by targeting the E-cadherin repressors ZEB1/ZEB2 in gastric adenocarcinoma.
hsa-mir-200a	gastric adenocarcinoma	down	Gastric adenocarcinoma has a unique microRNA signature not present in esophageal adenocarcinoma.
hsa-mir-200a	hepatocellular carcinoma	down	The histone deacetylase 4/SP1/microrna-200a regulatory network contributes to aberrant histone acetylation in hepatocellular carcinoma.
hsa-mir-200a	meningioma	down	Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.
hsa-mir-200b	gastric cancer	up	MicroRNA-200b Regulates Cell Proliferation, Invasion, and Migration by Directly Targeting ZEB2 in Gastric Carcinoma.
hsa-mir-200b	tongue cancer	down	MiR-200b and miR-15b regulate chemotherapy-induced epithelial-mesenchymal transition in human tongue cancer cells by targeting BMI1.
hsa-mir-200c	colon cancer	down	miR-200c inhibits invasion and migration in human colon cancer cells SW480/620 by targeting ZEB1.
hsa-mir-200c	colorectal cancer	down	miR-200c inhibits invasion and migration in human colon cancer cells SW480/620 by targeting ZEB1.
hsa-mir-200c	colorectal cancer	up	MicroRNA-200c modulates epithelial-to-mesenchymal transition (EMT) in human colorectal cancer metastasis.
hsa-mir-200c	head and neck squamous cell carcinoma	down	MicroRNA-200c attenuates tumour growth and metastasis of presumptive head and neck squamous cell carcinoma stem cells.
hsa-mir-200c	hepatocellular carcinoma	down	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-200c	malignant melanoma	down	Differential expression of microRNAs during melanoma progression: miR-200c, miR-205 and miR-211 are downregulated in melanoma and act as tumour suppressors.
hsa-mir-200c	malignant melanoma	down	miR-200c Inhibits Melanoma Progression and Drug Resistance through Down-Regulation of Bmi-1.
hsa-mir-200c	non-small cell lung cancer	up	High expression of serum miR-21 and tumor miR-200c associated with poor prognosis in patients with lung cancer.
hsa-mir-200c	ovarian cancer	down	Restoration of miR-200c to ovarian cancer reduces tumor burden and increases sensitivity to paclitaxel.
hsa-mir-200c	rectal cancer	up	The quantitative analysis by stem-loop real-time PCR revealed the microRNA-34a, microRNA-155 and microRNA-200c overexpression in human colorectal cancer.
hsa-mir-200c	renal clear cell carcinoma	down	Genome-wide microRNA expression profiling in renal cell carcinoma: significant down-regulation of miR-141 and miR-200c.
hsa-mir-200c	renal clear cell carcinoma	down	miRNA profiling for clear cell renal cell carcinoma: biomarker discovery and identification of potential controls and consequences of miRNA dysregulation.
hsa-mir-203	bladder cancer	down	microRNA-203 suppresses bladder cancer development by repressing bcl-w expression.
hsa-mir-203	bladder cancer	down	Curcumin modulates microRNA-203-mediated regulation of the Src-Akt axis in bladder cancer.
hsa-mir-203	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-203	breast cancer	up	Anti-miR-203 Upregulates SOCS3 Expression in Breast Cancer Cells and Enhances Cisplatin Chemosensitivity.
hsa-mir-203	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-203	esophageal adenocarcinoma	down	Deciphering the Unique MicroRNA Signature in Human Esophageal Adenocarcinoma.
hsa-mir-203	esophageal squamous cell carcinoma	down	MicroRNA-203 inhibits cell proliferation by repressing ?Np63 expression in human esophageal squamous cell carcinoma.
hsa-mir-203	hepatocellular carcinoma	down	miR-203 inhibits proliferation of HCC cells by targeting survivin.
hsa-mir-203	lung cancer	down	The expression and function of microRNA-203 in lung cancer.
hsa-mir-203	malignant melanoma	down	Anti-oncogenic MicroRNA-203 Induces Senescence by Targeting E2F3 in Human Melanoma Cells.
hsa-mir-203	pancreatic adenocarcinoma	up	MicroRNA-203 expression as a new prognostic marker of pancreatic adenocarcinoma.
hsa-mir-203	pancreatic ductal adenocarcinoma	up	Circulating MicroRNAs in Serum of Human K-ras Oncogene Transgenic Rats With Pancreatic Ductal Adenocarcinomas.
